customerID,Churn,Genero,Mayor a 65 Años,Casad@,Dependientes,Tiempo de cliente,Servicio de telefonia,Multiples lineas,Servicio de Internet,Seguridad en linea,Respaldo en linea,Proteccion del dispositivo,Soporte Premium,Suscripción por cable,Streaming Peliculas,Tipo de contrato,Facturacion en linea,Forma de pago,Cuenta mensual,Cuenta total,Cuenta diaria
0021-IKXGC,False,female,True,False,False,1,True,True,fiber optic,False,False,False,False,False,False,month-to-month,True,electronic check,72.1,72.1,2.4033333333333333
0022-TCJCI,True,male,True,False,False,45,True,False,dsl,True,False,True,False,False,True,one year,False,credit card (automatic),62.7,2791.5,2.0900000000000003
0023-HGHWL,True,male,True,False,False,1,False,False,dsl,False,False,False,False,False,False,month-to-month,True,electronic check,25.1,25.1,0.8366666666666667
0023-UYUPN,False,female,True,True,False,50,True,True,no,False,False,False,False,False,False,one year,False,electronic check,25.2,1306.3,0.84
0023-XUOPT,True,female,False,True,False,13,True,True,fiber optic,False,True,True,False,True,False,month-to-month,False,electronic check,94.1,1215.6,3.1366666666666663
0027-KWYKW,False,female,False,True,True,23,True,True,fiber optic,False,False,False,False,True,False,month-to-month,True,electronic check,83.75,1849.95,2.7916666666666665
0030-FNXPP,False,female,False,False,False,3,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,19.85,57.2,0.6616666666666667
0031-PVLZI,True,female,False,True,True,4,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,20.35,76.35,0.6783333333333333
0032-PGELS,True,female,False,True,True,1,False,False,dsl,True,False,False,False,False,False,month-to-month,False,bank transfer (automatic),30.5,30.5,1.0166666666666666
0036-IHMOT,False,female,False,True,True,55,True,False,fiber optic,False,True,True,True,True,True,one year,True,bank transfer (automatic),103.7,5656.75,3.4566666666666666
0040-HALCW,False,male,False,True,True,54,True,False,no,False,False,False,False,False,False,two year,False,credit card (automatic),20.4,1090.6,0.6799999999999999
0042-JVWOJ,False,male,False,False,False,26,True,False,no,False,False,False,False,False,False,one year,True,bank transfer (automatic),19.6,471.85,0.6533333333333334
0042-RLHYP,False,female,False,True,True,69,True,False,no,False,False,False,False,False,False,two year,False,bank transfer (automatic),19.7,1396.9,0.6566666666666666
0047-ZHDTW,False,female,False,False,False,11,True,True,fiber optic,True,False,False,False,False,False,month-to-month,True,bank transfer (automatic),79.0,929.3,2.6333333333333333
0048-LUMLS,False,male,False,True,True,37,True,False,fiber optic,False,False,False,False,True,True,one year,False,credit card (automatic),91.2,3247.55,3.04
0048-PIHNL,False,female,False,True,False,49,True,False,no,False,False,False,False,False,False,one year,False,bank transfer (automatic),20.45,900.9,0.6816666666666666
0052-DCKON,False,male,False,True,False,66,True,True,fiber optic,True,True,True,True,True,True,one year,False,bank transfer (automatic),115.8,7942.15,3.86
0052-YNYOT,False,female,False,False,False,67,True,False,no,False,False,False,False,False,False,one year,False,electronic check,20.55,1343.4,0.685
0056-EPFBG,False,male,False,True,True,20,False,False,dsl,True,False,True,True,False,False,two year,True,credit card (automatic),39.4,825.4,1.3133333333333332
0057-QBUQH,False,female,False,False,True,43,True,True,no,False,False,False,False,False,False,two year,True,electronic check,25.1,1070.15,0.8366666666666667
0058-EVZWM,False,female,False,True,False,55,True,True,fiber optic,True,False,False,False,True,False,month-to-month,True,bank transfer (automatic),89.8,4959.6,2.993333333333333
0060-FUALY,False,female,False,True,False,59,True,True,fiber optic,True,True,False,False,True,False,month-to-month,True,electronic check,94.75,5597.65,3.158333333333333
0064-SUDOG,False,female,False,True,True,12,True,False,no,False,False,False,False,False,False,two year,False,bank transfer (automatic),20.3,224.5,0.6766666666666666
0064-YIJGF,False,male,False,True,True,27,True,True,fiber optic,False,False,False,False,False,False,month-to-month,True,bank transfer (automatic),75.75,1929.0,2.525
0067-DKWBL,True,male,True,False,False,2,True,False,dsl,True,False,False,False,False,False,month-to-month,True,electronic check,49.25,91.1,1.6416666666666666
0068-FIGTF,False,female,False,False,False,27,True,False,dsl,False,True,True,True,True,True,one year,False,mailed check,78.2,2078.95,2.606666666666667
0071-NDAFP,False,male,False,True,True,25,True,True,no,False,False,False,False,False,False,two year,False,credit card (automatic),25.5,630.6,0.85
0074-HDKDG,False,male,False,True,True,25,True,False,dsl,True,True,True,False,False,False,one year,True,bank transfer (automatic),61.6,1611.0,2.0533333333333332
0076-LVEPS,False,male,False,False,True,29,False,False,dsl,True,True,True,True,False,False,month-to-month,True,mailed check,45.0,1242.45,1.5
0078-XZMHT,False,male,False,True,False,72,True,True,dsl,False,True,True,True,True,True,two year,True,bank transfer (automatic),85.15,6316.2,2.8383333333333334
0080-EMYVY,False,female,False,False,False,14,True,False,dsl,False,True,False,False,False,False,one year,False,credit card (automatic),51.45,727.85,1.715
0080-OROZO,False,female,False,False,False,35,True,False,fiber optic,False,False,True,True,True,True,one year,True,electronic check,99.25,3532.0,3.308333333333333
0082-LDZUE,False,male,False,False,False,1,True,False,dsl,False,False,False,False,False,False,month-to-month,True,mailed check,44.3,44.3,1.4766666666666666
0082-OQIQY,False,male,False,False,False,29,True,False,fiber optic,False,False,False,True,True,True,month-to-month,True,electronic check,94.2,2607.6,3.14
0083-PIVIK,False,male,False,False,False,64,True,True,dsl,True,True,True,True,True,False,one year,False,electronic check,81.25,5567.55,2.7083333333333335
0089-IIQKO,False,female,False,True,True,39,True,True,fiber optic,False,False,False,True,True,True,month-to-month,True,credit card (automatic),99.95,3767.4,3.3316666666666666
0093-EXYQL,False,female,True,False,False,40,True,False,fiber optic,False,False,False,False,True,True,month-to-month,True,electronic check,91.55,3673.6,3.0516666666666667
0093-XWZFY,True,male,False,False,False,40,True,True,fiber optic,False,True,True,False,True,True,month-to-month,True,credit card (automatic),104.5,4036.85,3.4833333333333334
0094-OIFMO,True,female,True,False,False,11,True,False,fiber optic,False,True,False,False,True,True,month-to-month,True,electronic check,95.0,1120.3,3.1666666666666665
0096-BXERS,False,female,False,True,False,6,True,True,dsl,False,False,False,False,False,False,month-to-month,False,electronic check,50.35,314.55,1.6783333333333335
0096-FCPUF,False,male,False,False,False,30,True,True,dsl,True,False,False,False,False,True,month-to-month,True,mailed check,64.5,1888.45,2.15
0098-BOWSO,False,male,False,False,False,27,True,False,no,False,False,False,False,False,False,month-to-month,True,electronic check,19.4,529.8,0.6466666666666666
0100-DUVFC,False,male,True,True,False,70,True,True,fiber optic,False,True,True,False,True,True,one year,True,electronic check,104.8,7308.95,3.493333333333333
0103-CSITQ,False,female,False,True,False,57,True,True,fiber optic,False,True,True,True,True,True,one year,True,bank transfer (automatic),109.4,6252.7,3.646666666666667
0104-PPXDV,False,male,False,True,False,58,True,False,dsl,False,False,True,False,False,False,one year,False,credit card (automatic),50.3,2878.55,1.6766666666666665
0106-GHRQR,False,male,False,False,False,16,True,True,dsl,False,True,True,False,False,True,month-to-month,True,bank transfer (automatic),71.4,1212.1,2.3800000000000003
0106-UGRDO,False,female,False,True,False,69,True,True,fiber optic,True,True,True,True,True,True,two year,True,electronic check,116.0,8182.85,3.8666666666666667
0107-WESLM,True,male,False,False,False,1,True,False,no,False,False,False,False,False,False,month-to-month,True,electronic check,19.85,19.85,0.6616666666666667
0107-YHINA,True,male,False,False,True,1,True,True,fiber optic,False,False,True,False,True,True,month-to-month,True,electronic check,99.75,99.75,3.325
0111-KLBQG,False,male,True,True,True,32,True,False,fiber optic,False,True,False,False,True,True,month-to-month,True,mailed check,93.95,2861.45,3.131666666666667
0112-QAWRZ,False,male,False,True,True,16,True,True,fiber optic,False,False,True,False,True,False,month-to-month,True,bank transfer (automatic),90.8,1442.2,3.0266666666666664
0112-QWPNC,True,male,False,True,False,49,True,True,dsl,True,False,True,True,True,True,one year,False,electronic check,84.35,4059.35,2.8116666666666665
0114-IGABW,False,female,False,True,False,71,False,False,dsl,False,True,True,True,True,True,two year,False,bank transfer (automatic),58.25,4145.9,1.9416666666666667
0114-PEGZZ,False,female,False,False,False,33,True,True,fiber optic,False,True,True,False,True,True,month-to-month,False,electronic check,107.55,3645.5,3.585
0114-RSRRW,False,female,False,True,False,10,True,False,no,False,False,False,False,False,False,month-to-month,True,bank transfer (automatic),19.95,187.75,0.6649999999999999
0115-TFERT,True,male,False,True,False,21,True,True,fiber optic,False,True,True,True,True,True,month-to-month,True,electronic check,111.2,2317.1,3.7066666666666666
0117-LFRMW,True,male,False,True,True,37,False,False,dsl,True,True,True,False,False,False,month-to-month,False,bank transfer (automatic),40.2,1448.8,1.34
0118-JPNOY,False,female,True,False,False,26,True,False,fiber optic,True,False,False,False,True,False,month-to-month,True,credit card (automatic),85.8,2193.65,2.86
0120-YZLQA,False,male,False,False,False,71,True,False,no,False,False,False,False,False,False,two year,True,credit card (automatic),19.9,1355.1,0.6633333333333333
0121-SNYRK,False,male,False,False,False,50,False,False,dsl,True,False,False,True,False,False,one year,True,mailed check,35.4,1748.9,1.18
0122-OAHPZ,True,female,False,False,False,7,True,True,fiber optic,False,False,False,False,False,False,month-to-month,True,electronic check,73.85,511.25,2.4616666666666664
0123-CRBRT,False,female,False,True,True,61,True,True,dsl,True,True,True,True,True,True,two year,False,mailed check,88.1,5526.75,2.9366666666666665
0125-LZQXK,True,male,False,False,False,15,True,False,fiber optic,False,False,True,True,True,True,month-to-month,True,electronic check,101.35,1553.95,3.378333333333333
0128-MKWSG,False,female,False,False,True,26,False,False,dsl,True,False,False,True,False,True,month-to-month,False,mailed check,45.8,1147.0,1.5266666666666666
0129-KPTWJ,False,male,False,True,False,72,True,False,fiber optic,False,False,True,False,True,True,month-to-month,True,electronic check,94.65,6747.35,3.1550000000000002
0129-QMPDR,False,male,False,True,True,44,True,False,no,False,False,False,False,False,False,one year,True,bank transfer (automatic),20.5,865.05,0.6833333333333333
0130-SXOUN,False,male,False,False,False,66,True,True,fiber optic,False,True,False,False,False,True,month-to-month,False,credit card (automatic),89.4,5976.9,2.98
0133-BMFZO,True,female,False,False,False,2,True,False,fiber optic,True,True,False,True,False,False,month-to-month,True,electronic check,86.25,181.65,2.875
0134-XWXCE,False,female,True,False,False,44,True,False,dsl,False,False,True,True,True,True,one year,False,bank transfer (automatic),74.85,3268.05,2.4949999999999997
0135-NMXAP,True,female,False,False,False,12,True,True,fiber optic,False,True,False,False,True,False,month-to-month,True,bank transfer (automatic),89.75,1052.4,2.9916666666666667
0136-IFMYD,False,male,True,True,False,69,True,True,fiber optic,False,True,True,True,True,True,two year,True,electronic check,109.95,7634.25,3.665
0137-OCGAB,True,female,False,False,False,1,True,True,fiber optic,False,True,False,False,False,False,month-to-month,True,mailed check,80.2,80.2,2.6733333333333333
0137-UDEUO,True,female,False,False,False,3,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,19.85,63.75,0.6616666666666667
0139-IVFJG,False,female,False,True,False,2,True,False,fiber optic,True,True,False,False,True,False,month-to-month,False,electronic check,90.35,190.5,3.0116666666666663
0141-YEAYS,False,female,True,False,False,27,True,True,fiber optic,False,True,True,False,False,False,month-to-month,True,bank transfer (automatic),86.45,2401.05,2.881666666666667
0142-GVYSN,False,male,False,False,False,26,True,False,no,False,False,False,False,False,False,month-to-month,True,electronic check,20.3,511.25,0.6766666666666666
0147-ESWWR,False,female,True,True,False,39,True,True,fiber optic,False,False,False,True,True,True,month-to-month,True,electronic check,101.25,3949.15,3.375
0148-DCDOS,True,male,False,False,False,25,True,True,fiber optic,False,False,False,False,True,True,month-to-month,True,bank transfer (automatic),94.7,2362.1,3.1566666666666667
0151-ONTOV,True,female,False,False,False,1,True,False,fiber optic,False,False,False,False,False,False,month-to-month,False,mailed check,70.9,70.9,2.3633333333333337
0154-QYHJU,False,male,False,False,False,29,True,False,dsl,True,True,False,True,False,False,one year,True,electronic check,58.75,1696.2,1.9583333333333333
0156-FVPTA,True,male,False,True,False,22,True,False,dsl,True,False,False,True,False,False,month-to-month,True,electronic check,54.2,1152.7,1.8066666666666669
0162-RZGMZ,False,female,True,False,False,5,True,False,dsl,True,True,False,True,False,False,month-to-month,False,credit card (automatic),59.9,287.85,1.9966666666666666
0164-APGRB,False,female,False,False,False,72,True,True,fiber optic,True,True,True,True,True,True,two year,True,electronic check,114.9,8496.7,3.83
0164-XAIRP,False,female,False,False,False,24,True,False,no,False,False,False,False,False,False,two year,True,bank transfer (automatic),19.55,470.2,0.6516666666666667
0168-XZKBB,False,female,False,True,False,19,True,True,fiber optic,False,False,False,False,True,False,month-to-month,True,electronic check,86.85,1564.4,2.895
0174-QRVVY,False,male,False,True,True,71,True,True,no,False,False,False,False,False,False,two year,False,credit card (automatic),25.35,1847.55,0.8450000000000001
0177-PXBAT,False,male,True,True,False,33,True,True,fiber optic,True,False,True,True,True,True,month-to-month,True,bank transfer (automatic),109.9,3694.7,3.6633333333333336
0178-CIIKR,False,female,False,False,False,3,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,19.95,58.0,0.6649999999999999
0178-SZBHO,False,male,False,True,True,47,True,True,fiber optic,False,True,False,False,True,False,month-to-month,False,electronic check,87.2,4017.45,2.9066666666666667
0181-RITDD,False,male,False,True,True,62,True,False,fiber optic,True,True,True,True,True,True,two year,False,mailed check,108.15,6825.65,3.605
0186-CAERR,False,male,False,False,False,71,True,True,fiber optic,True,True,True,True,True,True,one year,True,bank transfer (automatic),116.3,8309.55,3.8766666666666665
0187-QSXOE,False,male,True,True,False,7,True,False,fiber optic,False,False,False,False,True,True,month-to-month,True,electronic check,89.0,605.45,2.966666666666667
0187-WZNAB,False,female,False,True,True,27,True,False,fiber optic,True,False,False,False,False,False,month-to-month,False,mailed check,74.4,1972.35,2.48
0188-GWFLE,False,male,False,False,False,2,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,20.05,33.7,0.6683333333333333
0191-EQUUH,False,female,False,False,True,25,False,False,dsl,True,False,False,True,False,False,two year,False,bank transfer (automatic),35.05,844.45,1.1683333333333332
0191-ZHSKZ,False,male,True,False,False,30,True,False,dsl,True,True,False,False,True,True,month-to-month,True,electronic check,74.75,2111.3,2.4916666666666667
0193-ESZXP,True,female,True,True,False,58,True,False,fiber optic,True,True,False,True,True,True,one year,True,credit card (automatic),105.5,6205.5,3.5166666666666666
0195-IESCP,True,male,False,True,False,10,True,True,fiber optic,False,False,False,False,False,True,month-to-month,True,electronic check,85.25,855.3,2.841666666666667
0196-JTUQI,False,female,False,False,False,9,True,True,fiber optic,False,False,False,False,False,False,month-to-month,True,credit card (automatic),75.2,633.85,2.506666666666667
0196-VULGZ,True,female,True,True,False,6,True,True,fiber optic,False,False,False,False,False,True,month-to-month,True,electronic check,84.35,474.9,2.8116666666666665
0197-PNKNK,False,female,False,True,True,69,True,True,fiber optic,True,False,True,False,False,False,one year,False,bank transfer (automatic),84.45,5848.6,2.815
0201-MIBOL,False,female,True,False,False,66,True,True,fiber optic,True,False,False,False,True,True,two year,True,bank transfer (automatic),102.4,6471.85,3.4133333333333336
0201-OAMXR,True,female,False,False,False,70,True,True,fiber optic,True,True,True,True,True,True,one year,False,credit card (automatic),115.55,8127.6,3.8516666666666666
0203-HHYIJ,True,male,False,False,False,25,True,True,no,False,False,False,False,False,False,one year,False,bank transfer (automatic),25.3,676.35,0.8433333333333334
0206-OYVOC,False,female,False,True,True,46,True,False,no,False,False,False,False,False,False,two year,True,mailed check,19.25,864.2,0.6416666666666667
0206-TBWLC,False,female,False,True,False,54,True,True,fiber optic,True,True,True,True,True,True,one year,True,mailed check,114.65,6049.5,3.8216666666666668
0207-MDKNV,True,female,False,False,False,15,True,False,fiber optic,True,False,True,True,True,True,month-to-month,False,electronic check,105.1,1582.75,3.503333333333333
0208-BPQEJ,False,female,False,True,True,12,True,False,no,False,False,False,False,False,False,month-to-month,False,bank transfer (automatic),19.4,198.1,0.6466666666666666
0212-ISBBF,False,female,False,False,False,22,False,False,dsl,False,True,False,False,True,True,month-to-month,True,electronic check,50.35,1098.85,1.6783333333333335
0214-JHPFW,False,female,False,True,False,70,False,False,dsl,False,True,True,True,True,True,two year,False,bank transfer (automatic),57.8,4039.3,1.9266666666666665
0215-BQKGS,False,male,False,False,False,30,True,False,fiber optic,True,True,True,False,False,False,month-to-month,True,credit card (automatic),84.3,2438.6,2.81
0218-QNVAS,False,male,False,True,True,71,True,True,fiber optic,False,True,False,False,True,True,one year,False,bank transfer (automatic),100.55,7113.75,3.3516666666666666
0219-QAERP,False,male,False,True,False,30,True,False,no,False,False,False,False,False,False,one year,False,credit card (automatic),19.8,576.65,0.66
0219-YTZUE,True,male,False,True,True,4,True,True,fiber optic,False,True,True,False,False,False,month-to-month,True,bank transfer (automatic),84.8,371.9,2.8266666666666667
0220-EBGCE,True,male,False,False,False,2,True,False,fiber optic,False,False,True,False,False,True,month-to-month,True,electronic check,85.85,167.3,2.8616666666666664
0221-NAUXK,False,male,False,False,True,10,True,False,no,False,False,False,False,False,False,one year,True,bank transfer (automatic),19.95,219.5,0.6649999999999999
0221-WMXNQ,False,male,True,False,False,4,True,False,fiber optic,True,False,False,False,False,False,month-to-month,False,electronic check,75.35,273.4,2.5116666666666663
0222-CNVPT,False,male,True,False,False,52,False,False,dsl,True,False,False,False,True,True,month-to-month,True,credit card (automatic),48.8,2555.05,1.6266666666666665
0224-HJAPT,True,male,False,False,False,5,True,True,dsl,False,False,False,False,False,False,month-to-month,False,electronic check,47.15,223.15,1.5716666666666665
0224-NIJLP,False,male,False,True,True,8,True,False,no,False,False,False,False,False,False,two year,False,mailed check,20.15,165.5,0.6716666666666666
0224-RLWWD,False,female,True,False,False,2,True,False,dsl,False,False,False,False,False,False,month-to-month,True,electronic check,44.3,89.3,1.4766666666666666
0225-ZORZP,False,male,False,False,False,3,True,False,fiber optic,False,True,False,False,False,True,month-to-month,False,electronic check,84.3,235.05,2.81
0228-MAUWC,False,male,False,False,False,19,True,True,dsl,False,False,True,True,False,False,month-to-month,False,electronic check,59.55,1144.6,1.9849999999999999
0229-LFJAF,False,male,False,False,False,72,True,True,dsl,True,True,True,True,False,False,two year,False,bank transfer (automatic),69.65,4908.25,2.3216666666666668
0230-UBYPQ,False,male,True,True,False,63,False,False,dsl,True,False,False,True,False,False,one year,False,bank transfer (automatic),36.1,2298.9,1.2033333333333334
0230-WEQUW,False,male,False,True,False,66,False,False,dsl,True,True,True,True,True,False,two year,True,bank transfer (automatic),56.6,3789.2,1.8866666666666667
0231-LXVAP,True,male,False,False,False,1,True,False,fiber optic,False,False,False,True,False,False,month-to-month,True,electronic check,75.9,75.9,2.5300000000000002
0233-FTHAV,False,female,False,False,False,60,True,True,fiber optic,False,False,True,False,False,False,one year,True,bank transfer (automatic),79.2,4765.0,2.64
0234-TEVTT,False,female,False,True,True,48,False,False,dsl,True,False,True,False,False,True,one year,False,credit card (automatic),45.0,2196.3,1.5
0235-KGSLC,True,female,False,False,False,1,True,False,fiber optic,False,False,True,False,True,False,month-to-month,True,credit card (automatic),85.55,85.55,2.8516666666666666
0236-HFWSV,True,male,False,False,False,15,True,True,fiber optic,False,False,False,False,True,True,month-to-month,True,electronic check,93.35,1444.65,3.1116666666666664
0237-YFUTL,False,female,False,True,False,50,True,True,fiber optic,True,True,False,True,True,True,month-to-month,True,bank transfer (automatic),109.65,5405.8,3.6550000000000002
0238-WHBIQ,False,male,False,True,True,72,True,True,dsl,True,True,True,True,True,True,two year,False,credit card (automatic),89.7,6339.3,2.99
0239-OXEXL,False,female,False,False,False,46,True,True,fiber optic,True,True,False,False,False,False,month-to-month,False,mailed check,84.25,3847.6,2.808333333333333
0244-LGNFY,False,female,False,True,True,72,True,True,dsl,True,True,True,True,True,True,two year,False,bank transfer (automatic),92.65,6733.0,3.0883333333333334
0247-SLUJI,False,male,False,True,True,1,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,19.7,19.7,0.6566666666666666
0248-IPDFW,False,female,False,False,False,1,True,True,dsl,False,False,False,False,False,False,month-to-month,True,electronic check,50.1,50.1,1.6700000000000002
0248-PGHBZ,False,female,True,False,False,67,True,False,fiber optic,True,True,False,True,True,False,two year,True,bank transfer (automatic),92.45,6140.85,3.0816666666666666
0253-ZTEOB,False,female,False,True,True,48,True,True,dsl,False,True,False,True,True,True,two year,False,electronic check,79.65,3870.3,2.6550000000000002
0254-FNMCI,False,female,False,False,False,72,True,False,fiber optic,True,True,True,True,True,True,two year,True,electronic check,109.9,7624.2,3.6633333333333336
0254-KCJGT,False,male,False,True,False,52,True,True,dsl,True,True,True,True,False,True,one year,True,credit card (automatic),81.4,4354.45,2.7133333333333334
0254-WWRKD,False,female,False,True,True,67,True,False,dsl,False,True,False,False,False,False,one year,False,credit card (automatic),50.55,3431.75,1.6849999999999998
0256-LTHVJ,True,female,False,True,True,28,True,False,fiber optic,False,False,False,False,False,True,month-to-month,True,electronic check,81.05,2227.1,2.7016666666666667
0257-KXZGU,False,female,False,True,True,32,True,True,dsl,False,True,True,False,False,False,month-to-month,False,bank transfer (automatic),62.45,2045.55,2.0816666666666666
0257-ZESQC,True,female,True,True,False,27,True,False,fiber optic,True,False,False,False,False,False,month-to-month,True,bank transfer (automatic),75.2,1929.35,2.506666666666667
0258-NOKBL,False,male,False,False,False,3,True,False,fiber optic,False,True,True,False,False,True,month-to-month,False,electronic check,90.4,268.45,3.0133333333333336
0259-GBZSH,True,male,False,False,False,2,True,True,fiber optic,False,False,False,False,True,False,month-to-month,True,electronic check,85.65,181.5,2.855
0260-ZDLGK,True,female,False,False,True,9,True,False,dsl,False,False,True,True,True,True,month-to-month,True,mailed check,72.9,651.4,2.43
0263-FJTQO,False,male,False,True,True,50,True,True,dsl,True,False,False,True,True,False,two year,True,credit card (automatic),70.5,3486.65,2.35
0264-CNITK,False,female,False,True,True,71,True,False,no,False,False,False,False,False,False,two year,False,bank transfer (automatic),20.1,1389.6,0.67
0265-EDXBD,True,male,True,True,False,32,True,True,fiber optic,False,False,False,False,False,False,month-to-month,True,electronic check,74.9,2303.35,2.496666666666667
0265-PSUAE,False,female,False,True,True,16,True,False,fiber optic,True,False,True,False,True,True,month-to-month,False,bank transfer (automatic),100.7,1522.7,3.356666666666667
0266-CLZKZ,False,female,False,True,True,67,True,True,fiber optic,False,False,True,True,True,True,two year,True,bank transfer (automatic),105.65,6717.9,3.521666666666667
0266-GMEAO,False,male,False,True,True,72,True,True,fiber optic,True,True,True,True,True,True,two year,True,credit card (automatic),114.3,8058.55,3.81
0268-QKIWO,True,female,False,False,False,3,True,False,no,False,False,False,False,False,False,month-to-month,False,electronic check,19.75,58.85,0.6583333333333333
0269-XFESX,False,male,False,True,True,23,True,True,no,False,False,False,False,False,False,one year,False,mailed check,24.35,538.5,0.8116666666666668
0270-THENM,False,male,False,True,True,72,True,True,dsl,True,True,True,True,False,False,two year,False,bank transfer (automatic),69.85,5102.35,2.328333333333333
0274-JKUJR,False,male,False,True,True,7,False,False,dsl,True,True,True,False,True,True,month-to-month,False,mailed check,58.85,465.7,1.9616666666666667
0274-VVQOQ,False,male,True,True,False,65,True,True,fiber optic,False,True,True,False,True,True,one year,True,bank transfer (automatic),103.15,6792.45,3.4383333333333335
0277-BKSQP,False,male,False,True,True,8,True,False,dsl,False,False,False,False,True,False,month-to-month,True,electronic check,54.4,475.1,1.8133333333333332
0277-ORXQS,False,male,False,True,True,66,False,False,dsl,False,False,False,True,True,True,two year,False,bank transfer (automatic),50.55,3364.55,1.6849999999999998
0278-YXOOG,True,male,False,False,False,5,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,21.05,113.85,0.7016666666666667
0280-XJGEX,True,male,False,False,False,49,True,True,fiber optic,False,True,True,False,True,True,month-to-month,True,bank transfer (automatic),103.7,5036.3,3.4566666666666666
0281-CNTZX,False,male,False,True,False,63,True,False,no,False,False,False,False,False,False,two year,True,bank transfer (automatic),19.95,1234.8,0.6649999999999999
0282-NVSJS,False,female,True,True,True,12,False,False,dsl,False,False,False,True,False,False,month-to-month,True,mailed check,29.3,355.9,0.9766666666666667
0285-INHLN,False,male,False,True,True,27,True,False,dsl,True,True,False,False,False,False,month-to-month,True,credit card (automatic),54.75,1510.3,1.825
0289-IVARM,False,female,False,False,False,35,True,False,dsl,True,True,True,False,False,False,month-to-month,False,electronic check,60.55,1982.6,2.018333333333333
0292-WEGCH,False,female,False,True,True,54,True,True,dsl,False,True,True,True,True,True,month-to-month,True,electronic check,86.2,4524.05,2.8733333333333335
0295-PPHDO,True,male,False,False,False,1,True,True,fiber optic,False,False,False,False,True,True,month-to-month,True,electronic check,95.45,95.45,3.1816666666666666
0295-QVKPB,False,male,False,False,False,5,True,False,dsl,False,False,True,True,True,False,month-to-month,True,credit card (automatic),63.95,318.1,2.131666666666667
0297-RBCSG,False,male,False,False,False,19,True,False,dsl,False,True,False,True,False,True,one year,True,bank transfer (automatic),65.35,1231.85,2.1783333333333332
0298-XACET,False,male,False,True,True,52,False,False,dsl,False,True,True,True,True,False,two year,False,mailed check,50.2,2554.0,1.6733333333333333
0301-FIDRB,False,female,False,True,True,72,False,False,dsl,True,True,True,True,True,True,two year,True,bank transfer (automatic),63.8,4684.3,2.1266666666666665
